Date,Division,Subclass,Price,Weight,Weight_Price_Subclass,Weight_Price_Division,CPI Division,Daily Change (%)
2024-08-05,TRANSPORT,Second-hand motor cars,12916.66667,0.0138,178.25,725.9731587,101.1454,
2024-08-05,EDUCATION,Secondary education,8241.666667,0.0156,128.57,354.7019231,100.0,
2024-08-05,FOOD AND NON-ALCOHOLIC BEVERAGES,Soft drinks,5.003333333,0.0056,0.028018667,0.829433548,100.9001,
2024-08-05,TRANSPORT,Spare parts for personal transport equipment,12.18,0.0011,0.013398,725.9731587,101.1454,
2024-08-05,ALCOHOLIC BEVERAGES AND TOBACCO,Spirits and liqueurs,11.85571429,0.0023,0.027268143,0.475541143,100.3971,
2024-08-05,FOOD AND NON-ALCOHOLIC BEVERAGES,Sugar,1.42,0.0007,0.000994,0.829433548,100.9001,
2024-08-05,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES ",Table linen and bathroom linen,44.5,0.0003,0.01335,4.643807739,99.9918,
2024-08-05,FOOD AND NON-ALCOHOLIC BEVERAGES,Tea,1.67,0.0004,0.000668,0.829433548,100.9001,
2024-08-05,EDUCATION,Tertiary education,11639.23077,0.0144,167.6049231,354.7019231,100.0,
2024-08-05,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES ",Toasters and grills,33.975,0.0003,0.0101925,4.643807739,99.9918,
2024-08-05,RECREATION AND CULTURE,Toys and celebration articles,4.33,0.0038,0.016454,1.582695371,96.8128,
2024-08-05,MISCELLANEOUS GOODS AND SERVICES,Travel goods,70.0,0.0013,0.091,0.630359886,102.4818,
2024-08-05,TRANSPORT,Tyres,49.76666667,0.0015,0.07465,725.9731587,101.1454,
2024-08-05,FOOD AND NON-ALCOHOLIC BEVERAGES,Whole milk,2.92,0.0015,0.00438,0.829433548,100.9001,
2024-08-05,ALCOHOLIC BEVERAGES AND TOBACCO,Wine from grapes,4.426666667,0.0018,0.007968,0.475541143,100.3971,
2024-08-05,COMMUNICATION,Wired telephone services,0.0445,0.0033,0.00014685,0.318865433,100.0,
2024-08-05,COMMUNICATION,Wireless telephone services,0.025,0.0276,0.00069,0.318865433,100.0,
2024-08-05,FOOD AND NON-ALCOHOLIC BEVERAGES,Yoghurt,4.318,0.0053,0.0228854,0.829433548,100.9001,
2024-08-05,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",Electricity,6.340817,0.0316,0.200369817,0.265950381,99.9975,
2024-08-05,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",Water supply,6.383333333,0.0072,0.04596,0.265950381,99.9975,
2024-08-05,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",Sewage collection,0.931111111,0.002,0.001862222,0.265950381,99.9975,
2024-08-06,RECREATION AND CULTURE,Accessories for information processing equipment,16.8,0.0003,0.00504,1.582695371,96.8128,
2024-08-06,MISCELLANEOUS GOODS AND SERVICES,"Articles for personal hygiene and wellness, esoteric products and beauty products",4.473157895,0.0244,0.109145053,0.630359886,102.4818,
2024-08-06,FOOD AND NON-ALCOHOLIC BEVERAGES,Artificial sugar substitutes,5.183333333,0.0,0.0,0.829433548,100.9001,
2024-08-06,FOOD AND NON-ALCOHOLIC BEVERAGES,Baby food,7.452727273,0.0026,0.019377091,0.829433548,100.9001,
2024-08-06,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES ",Bed linen,82.5,0.0008,0.066,4.643807739,99.9918,
2024-08-06,FOOD AND NON-ALCOHOLIC BEVERAGES,Beef and veal,5.33,0.0013,0.006929,0.829433548,100.9001,
2024-08-06,TRANSPORT,Bicycles,545.0,0.0003,0.1635,725.973415,101.1454,
2024-08-06,FOOD AND NON-ALCOHOLIC BEVERAGES,Bread,1.881666667,0.0098,0.018440333,0.829433548,100.9001,
2024-08-06,FOOD AND NON-ALCOHOLIC BEVERAGES,Breakfast cereals,4.035714286,0.0031,0.012510714,0.829433548,100.9001,
2024-08-06,COMMUNICATION,Bundled telecommunication services,19.074,0.0065,0.123981,0.318865433,100.0,
2024-08-06,FOOD AND NON-ALCOHOLIC BEVERAGES,Butter,4.47,0.001,0.00447,0.829433548,100.9001,
2024-08-06,RECREATION AND CULTURE,Cameras,79.66666667,0.0002,0.015933333,1.582695371,96.8128,
2024-08-06,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES ",Carpets and rugs,6.24,0.0004,0.002496,4.643807739,99.9918,
2024-08-06,FOOD AND NON-ALCOHOLIC BEVERAGES,Cheese and curd,4.974285714,0.0123,0.061183714,0.829433548,100.9001,
2024-08-06,FOOD AND NON-ALCOHOLIC BEVERAGES,Chocolate,1.74,0.0036,0.006264,0.829433548,100.9001,
2024-08-06,ALCOHOLIC BEVERAGES AND TOBACCO,Cigarettes,5.07,0.0171,0.086697,0.475712143,100.4332,
2024-08-06,ALCOHOLIC BEVERAGES AND TOBACCO,Cigars,28.74,0.0033,0.094842,0.475712143,100.4332,
2024-08-06,RECREATION AND CULTURE,"Cinemas, theatres, concerts",8.0,0.0029,0.0232,1.582695371,96.8128,
2024-08-06,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES ",Cleaning and maintenance products,5.704782609,0.0127,0.072450739,4.643807739,99.9918,
2024-08-06,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES ",Cleaning equipment,59.98333333,0.0002,0.011996667,4.643807739,99.9918,
2024-08-06,CLOTHING AND FOOTWEAR,Cleaning of clothing,17.33333333,0.0008,0.013866667,2.379993333,95.4177,
2024-08-06,MISCELLANEOUS GOODS AND SERVICES,Clocks and watches,92.31666667,0.0005,0.046158333,0.630359886,102.4818,
2024-08-06,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES ","Clothes washing machines, clothes drying machines and dish washing machines",450.0,0.002,0.9,4.643807739,99.9918,
2024-08-06,CLOTHING AND FOOTWEAR,Clothing accessories,42.6,0.0004,0.01704,2.379993333,95.4177,
2024-08-06,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",Coal,6.47,0.0015,0.009705,0.26594827,99.9967,
2024-08-06,FOOD AND NON-ALCOHOLIC BEVERAGES,Cocoa and powdered chocolate,2.5,0.0003,0.00075,0.829433548,100.9001,
2024-08-06,FOOD AND NON-ALCOHOLIC BEVERAGES,Coffee,5.317692308,0.0044,0.023397846,0.829433548,100.9001,
2024-08-06,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES ","Coffee machines, tea makers and similar appliances",22.4625,0.0002,0.0044925,4.643807739,99.9918,
2024-08-06,FOOD AND NON-ALCOHOLIC BEVERAGES,Confectionery products,2.007,0.0025,0.0050175,0.829433548,100.9001,
2024-08-06,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES ",Cookers,94.475,0.0012,0.11337,4.643807739,99.9918,
2024-08-06,HEALTH,Corrective eye-glasses and contact lenses,89.24,0.001,0.08924,0.348797222,100.2887,
2024-08-06,FOOD AND NON-ALCOHOLIC BEVERAGES,Crisps,2.25,0.0018,0.00405,0.829433548,100.9001,
2024-08-06,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES ","Cutlery, flatware and silverware",11.99,0.0004,0.004796,4.643807739,99.9918,
2024-08-06,TRANSPORT,Diesel,1.535070671,0.0143,0.021951511,725.973415,101.1454,
2024-08-06,FOOD AND NON-ALCOHOLIC BEVERAGES,Dried fruit and nuts,3.290909091,0.0038,0.012505455,0.829433548,100.9001,
2024-08-06,FOOD AND NON-ALCOHOLIC BEVERAGES,"Dried vegetables, other preserved or processed vegetables",1.068333333,0.0036,0.003846,0.829433548,100.9001,
2024-08-06,FOOD AND NON-ALCOHOLIC BEVERAGES,"Dried, salted or smoked meat",4.435,0.006,0.02661,0.829433548,100.9001,
2024-08-06,FOOD AND NON-ALCOHOLIC BEVERAGES,"Dried, smoked or salted fish and seafood",3.90875,0.0006,0.00234525,0.829433548,100.9001,
2024-08-06,FOOD AND NON-ALCOHOLIC BEVERAGES,Edible ices and ice cream,3.73,0.0022,0.008206,0.829433548,100.9001,
2024-08-06,RECREATION AND CULTURE,Educational text books,15.58421053,0.0017,0.026493158,1.582695371,96.8128,
2024-08-06,FOOD AND NON-ALCOHOLIC BEVERAGES,Eggs,3.3,0.0023,0.00759,0.829433548,100.9001,
2024-08-06,MISCELLANEOUS GOODS AND SERVICES,Electric appliances for personal care,45.875,0.0002,0.009175,0.630359886,102.4818,
2024-08-06,RECREATION AND CULTURE,Equipment for sport,9.95,0.0018,0.01791,1.582695371,96.8128,
2024-08-06,RECREATION AND CULTURE,"Equipment for the reception, recording and reproduction of sound",18.45,0.0002,0.00369,1.582695371,96.8128,
2024-08-06,RECREATION AND CULTURE,"Equipment for the reception, recording and reproduction of sound and vision",50.66666667,0.0032,0.162133333,1.582695371,96.8128,
2024-08-06,RESTAURANTS AND HOTELS,Fast food and take away food services,12.83888889,0.0174,0.223396667,1.077945,100.3149,
2024-08-06,RECREATION AND CULTURE,Fiction books,18.75,0.0014,0.02625,1.582695371,96.8128,
2024-08-06,FOOD AND NON-ALCOHOLIC BEVERAGES,Flours and other cereals,1.586,0.002,0.003172,0.829433548,100.9001,
2024-08-06,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES ",Food processing appliances,96.5,0.0003,0.02895,4.643807739,99.9918,
2024-08-06,CLOTHING AND FOOTWEAR,Footwear for infants and children,37.655,0.003,0.112965,2.379993333,95.4177,
2024-08-06,CLOTHING AND FOOTWEAR,Footwear for men,64.3,0.0065,0.41795,2.379993333,95.4177,
2024-08-06,CLOTHING AND FOOTWEAR,Footwear for women,46.9,0.0072,0.33768,2.379993333,95.4177,
2024-08-06,FOOD AND NON-ALCOHOLIC BEVERAGES,Fresh or chilled fish,16.92,0.0028,0.047376,0.829433548,100.9001,
2024-08-06,FOOD AND NON-ALCOHOLIC BEVERAGES,Fresh or chilled fruit,3.159375,0.0139,0.043915313,0.829433548,100.9001,
2024-08-06,FOOD AND NON-ALCOHOLIC BEVERAGES,Fresh or chilled vegetables other than potatoes and other tubers,2.483636364,0.0138,0.034274182,0.829433548,100.9001,
2024-08-06,FOOD AND NON-ALCOHOLIC BEVERAGES,Frozen fish,7.692,0.0015,0.011538,0.829433548,100.9001,
2024-08-06,FOOD AND NON-ALCOHOLIC BEVERAGES,Frozen seafood,7.505,0.0011,0.0082555,0.829433548,100.9001,
2024-08-06,FOOD AND NON-ALCOHOLIC BEVERAGES,Frozen vegetables other than potatoes and other tubers,3.076666667,0.0009,0.002769,0.829433548,100.9001,
2024-08-06,FOOD AND NON-ALCOHOLIC BEVERAGES,Fruit and vegetable juices,2.19625,0.0033,0.007247625,0.829433548,100.9001,
2024-08-06,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES ",Furnishing fabrics and curtains,54.0,0.0012,0.0648,4.643807739,99.9918,
2024-08-06,RECREATION AND CULTURE,Games and hobbies,8.15,0.0007,0.005705,1.582695371,96.8128,
2024-08-06,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES ",Garden furniture,17.495,0.0008,0.013996,4.643807739,99.9918,
2024-08-06,RECREATION AND CULTURE,Garden products,7.756666667,0.0009,0.006981,1.582695371,96.8128,
2024-08-06,CLOTHING AND FOOTWEAR,Garments for infants (0 to 2 years) and children (3 to 13 years),35.58333333,0.0116,0.412766667,2.379993333,95.4177,
2024-08-06,CLOTHING AND FOOTWEAR,Garments for men,27.395,0.0185,0.5068075,2.379993333,95.4177,
2024-08-06,CLOTHING AND FOOTWEAR,Garments for women,23.97083333,0.0234,0.5609175,2.379993333,95.4177,
2024-08-06,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES ","Glassware, crystal-ware, ceramic ware and chinaware",0.79,0.0016,0.001264,4.643807739,99.9918,
2024-08-06,MISCELLANEOUS GOODS AND SERVICES,Hairdressing for men and children,24.5,0.0033,0.08085,0.630359886,102.4818,
2024-08-06,MISCELLANEOUS GOODS AND SERVICES,Hairdressing for women,27.5,0.0083,0.22825,0.630359886,102.4818,
2024-08-06,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES ","Heaters, air conditioners",375.4,0.0025,0.9385,4.643807739,99.9918,
2024-08-06,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES ",Household furniture,122.98,0.0088,1.082224,4.643807739,99.9918,
2024-08-06,COMMUNICATION,Internet access provision services,27.6175,0.0031,0.08561425,0.318865433,100.0,
2024-08-06,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES ",Irons,23.95,0.0003,0.007185,4.643807739,99.9918,
2024-08-06,FOOD AND NON-ALCOHOLIC BEVERAGES,"Jams, marmalades and honey",3.78375,0.0015,0.005675625,0.829433548,100.9001,
2024-08-06,MISCELLANEOUS GOODS AND SERVICES,Jewellery,30.125,0.0013,0.0391625,0.630359886,102.4818,
2024-08-06,ALCOHOLIC BEVERAGES AND TOBACCO,Lager beer,6.345,0.0026,0.016497,0.475712143,100.4332,
2024-08-06,FOOD AND NON-ALCOHOLIC BEVERAGES,Lamb and goat,12.33,0.0039,0.048087,0.829433548,100.9001,
2024-08-06,COMMUNICATION,Letter handling services,1.05,0.0006,0.00063,0.318865433,100.0,
2024-08-06,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES ",Lighting equipment,12.49,0.0007,0.008743,4.643807739,99.9918,
2024-08-06,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",Liquid fuels,1.13397619,0.0071,0.008051231,0.26594827,99.9967,
2024-08-06,FOOD AND NON-ALCOHOLIC BEVERAGES,Low fat milk,2.261666667,0.0086,0.019450333,0.829433548,100.9001,
2024-08-06,TRANSPORT,Lubricants,11.225,0.0004,0.00449,725.973415,101.1454,
2024-08-06,TRANSPORT,Maintenance and repair of personal transport equipment,9.07,0.0184,0.166888,725.973415,101.1454,
2024-08-06,FOOD AND NON-ALCOHOLIC BEVERAGES,Margarine and other vegetable fats,3.14,0.0012,0.003768,0.829433548,100.9001,
2024-08-06,FOOD AND NON-ALCOHOLIC BEVERAGES,Mineral or spring waters,2.543333333,0.0029,0.007375667,0.829433548,100.9001,
2024-08-06,RECREATION AND CULTURE,Miscellaneous printed matter,12.45,0.0005,0.006225,1.582695371,96.8128,
2024-08-06,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES ",Miscellaneous small tool accessories,63.56666667,0.0013,0.082636667,4.643807739,99.9918,
2024-08-06,COMMUNICATION,Mobile telephone equipment,44.15,0.0023,0.101545,0.318865433,100.0,
2024-08-06,TRANSPORT,Motor cycles,6195.0,0.0011,6.8145,725.973415,101.1454,
2024-08-06,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES ",Motorized major tools and equipment,63.93,0.0017,0.108681,4.643807739,99.9918,
2024-08-06,RECREATION AND CULTURE,Musical instruments,342.5,0.0003,0.10275,1.582695371,96.8128,
2024-08-06,TRANSPORT,New motor cars,28742.85714,0.0188,540.3657143,725.973415,101.1454,
2024-08-06,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES ",Non-electric kitchen utensils and articles,17.21666667,0.0023,0.039598333,4.643807739,99.9918,
2024-08-06,MISCELLANEOUS GOODS AND SERVICES,Non-electrical appliances,2.71,0.0009,0.002439,0.630359886,102.4818,
2024-08-06,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES ",Non-motorized small tools,6.734,0.0005,0.003367,4.643807739,99.9918,
2024-08-06,FOOD AND NON-ALCOHOLIC BEVERAGES,Olive oil,13.455,0.0013,0.0174915,0.829433548,100.9001,
2024-08-06,FOOD AND NON-ALCOHOLIC BEVERAGES,Other bakery products,2.95125,0.0146,0.04308825,0.829433548,100.9001,
2024-08-06,FOOD AND NON-ALCOHOLIC BEVERAGES,Other cereal products,3.3,0.0,0.0,0.829433548,100.9001,
2024-08-06,FOOD AND NON-ALCOHOLIC BEVERAGES,Other edible oils,8.5175,0.0015,0.01277625,0.829433548,100.9001,
2024-08-06,FOOD AND NON-ALCOHOLIC BEVERAGES,Other food products n.e.c.,2.05,0.0009,0.001845,0.829433548,100.9001,
2024-08-06,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES ",Other furniture and furnishings,44.90833333,0.0012,0.05389,4.643807739,99.9918,
2024-08-06,FOOD AND NON-ALCOHOLIC BEVERAGES,Other meat preparations,3.36,0.0019,0.006384,0.829433548,100.9001,
2024-08-06,FOOD AND NON-ALCOHOLIC BEVERAGES,Other meats,6.35,0.0011,0.006985,0.829433548,100.9001,
2024-08-06,HEALTH,Other medical products n.e.c.,44.574,0.0005,0.022287,0.348797222,100.2887,
2024-08-06,FOOD AND NON-ALCOHOLIC BEVERAGES,Other milk products,1.7,0.002,0.0034,0.829433548,100.9001,
2024-08-06,RECREATION AND CULTURE,Other non-fiction books,10.71666667,0.0004,0.004286667,1.582695371,96.8128,
2024-08-06,COMMUNICATION,Other postal services,12.51666667,0.0005,0.006258333,0.318865433,100.0,
2024-08-06,FOOD AND NON-ALCOHOLIC BEVERAGES,Other preserved or processed fish and seafood-based preparations,5.5775,0.0023,0.01282825,0.829433548,100.9001,
2024-08-06,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES ",Other small electric household appliances,42.475,0.0,0.0,4.643807739,99.9918,
2024-08-06,RECREATION AND CULTURE,Other stationery and drawing materials,1.217647059,0.0008,0.000974118,1.582695371,96.8128,
2024-08-06,HEALTH,Other therapeutic appliances and equipment,111.4033333,0.0003,0.033421,0.348797222,100.2887,
2024-08-06,ALCOHOLIC BEVERAGES AND TOBACCO,Other tobacco products,31.9,0.0076,0.24244,0.475712143,100.4332,
2024-08-06,RECREATION AND CULTURE,Paper products,5.25,0.0008,0.0042,1.582695371,96.8128,
2024-08-06,TRANSPORT,Passenger transport by bus and coach,4.666666667,0.0008,0.003733333,725.973415,101.1454,
2024-08-06,TRANSPORT,Passenger transport by taxi and hired car with driver,2.34,0.0007,0.001638,725.973415,101.1454,
2024-08-06,FOOD AND NON-ALCOHOLIC BEVERAGES,Pasta products and couscous,1.5825,0.0024,0.003798,0.829433548,100.9001,
2024-08-06,RECREATION AND CULTURE,Personal computers,402.3333333,0.0028,1.126533333,1.582695371,96.8128,
2024-08-06,MISCELLANEOUS GOODS AND SERVICES,Personal grooming treatments,4.65,0.0052,0.02418,0.630359886,102.4818,
2024-08-06,TRANSPORT,Petrol,1.53133274,0.0607,0.092951897,725.973415,101.1454,
2024-08-06,HEALTH,Pharmaceutical products,9.565555556,0.0202,0.193224222,0.348797222,100.2887,
2024-08-06,FOOD AND NON-ALCOHOLIC BEVERAGES,Pizza and quiche,3.9025,0.0011,0.00429275,0.829433548,100.9001,
2024-08-06,RECREATION AND CULTURE,Plants and flowers,8.99,0.0024,0.021576,1.582695371,96.8128,
2024-08-06,FOOD AND NON-ALCOHOLIC BEVERAGES,Pork,6.3,0.0112,0.07056,0.829433548,100.9001,
2024-08-06,EDUCATION,Post-secondary non-tertiary education (ISCED 4),9000.0,0.0004,3.6,354.7019231,100.0,
2024-08-06,FOOD AND NON-ALCOHOLIC BEVERAGES,Potatoes,3.4,0.0026,0.00884,0.829433548,100.9001,
2024-08-06,FOOD AND NON-ALCOHOLIC BEVERAGES,Poultry,10.18,0.0098,0.099764,0.829433548,100.9001,
2024-08-06,EDUCATION,Pre-primary education (ISCED-97 level 0),6915.0,0.0045,31.1175,354.7019231,100.0,
2024-08-06,HEALTH,Pregnancy tests and mechanical contraceptive devices,26.5625,0.0004,0.010625,0.348797222,100.2887,
2024-08-06,FOOD AND NON-ALCOHOLIC BEVERAGES,Preserved milk,1.29,0.0007,0.000903,0.829433548,100.9001,
2024-08-06,EDUCATION,Primary education (ISCED-97 level 1),7215.0,0.0033,23.8095,354.7019231,100.0,
2024-08-06,RECREATION AND CULTURE,Products for pets,2.355714286,0.0027,0.006360429,1.582695371,96.8128,
2024-08-06,FOOD AND NON-ALCOHOLIC BEVERAGES,Ready-made meals,4.845,0.0008,0.003876,0.829433548,100.9001,
2024-08-06,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES ","Refrigerators, freezers and fridge-freezers",627.6666667,0.0016,1.004266667,4.643807739,99.9918,
2024-08-06,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES ",Repair of household appliances,13.12333333,0.0005,0.006561667,4.643807739,99.9918,
2024-08-06,RESTAURANTS AND HOTELS,"Restaurants, cafes and dancing establishments",13.71666667,0.0623,0.854548333,1.077945,100.3149,
2024-08-06,FOOD AND NON-ALCOHOLIC BEVERAGES,Rice,3.335454545,0.0013,0.004336091,0.829433548,100.9001,
2024-08-06,FOOD AND NON-ALCOHOLIC BEVERAGES,"Salt, spices and culinary herbs",1.156666667,0.0008,0.000925333,0.829433548,100.9001,
2024-08-06,FOOD AND NON-ALCOHOLIC BEVERAGES,"Sauces, condiments",2.103636364,0.0019,0.003996909,0.829433548,100.9001,
2024-08-06,TRANSPORT,Second-hand motor cars,12916.66667,0.0138,178.25,725.973415,101.1454,
2024-08-06,EDUCATION,Secondary education,8241.666667,0.0156,128.57,354.7019231,100.0,
2024-08-06,FOOD AND NON-ALCOHOLIC BEVERAGES,Soft drinks,5.003333333,0.0056,0.028018667,0.829433548,100.9001,
2024-08-06,TRANSPORT,Spare parts for personal transport equipment,12.18,0.0011,0.013398,725.973415,101.1454,
2024-08-06,ALCOHOLIC BEVERAGES AND TOBACCO,Spirits and liqueurs,11.85571429,0.0023,0.027268143,0.475712143,100.4332,
2024-08-06,FOOD AND NON-ALCOHOLIC BEVERAGES,Sugar,1.42,0.0007,0.000994,0.829433548,100.9001,
2024-08-06,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES ",Table linen and bathroom linen,44.5,0.0003,0.01335,4.643807739,99.9918,
2024-08-06,FOOD AND NON-ALCOHOLIC BEVERAGES,Tea,1.67,0.0004,0.000668,0.829433548,100.9001,
2024-08-06,EDUCATION,Tertiary education,11639.23077,0.0144,167.6049231,354.7019231,100.0,
2024-08-06,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES ",Toasters and grills,33.975,0.0003,0.0101925,4.643807739,99.9918,
2024-08-06,RECREATION AND CULTURE,Toys and celebration articles,4.33,0.0038,0.016454,1.582695371,96.8128,
2024-08-06,MISCELLANEOUS GOODS AND SERVICES,Travel goods,70.0,0.0013,0.091,0.630359886,102.4818,
2024-08-06,TRANSPORT,Tyres,49.76666667,0.0015,0.07465,725.973415,101.1454,
2024-08-06,FOOD AND NON-ALCOHOLIC BEVERAGES,Whole milk,2.92,0.0015,0.00438,0.829433548,100.9001,
2024-08-06,ALCOHOLIC BEVERAGES AND TOBACCO,Wine from grapes,4.426666667,0.0018,0.007968,0.475712143,100.4332,
2024-08-06,COMMUNICATION,Wired telephone services,0.0445,0.0033,0.00014685,0.318865433,100.0,
2024-08-06,COMMUNICATION,Wireless telephone services,0.025,0.0276,0.00069,0.318865433,100.0,
2024-08-06,FOOD AND NON-ALCOHOLIC BEVERAGES,Yoghurt,4.318,0.0053,0.0228854,0.829433548,100.9001,
2024-08-06,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",Electricity,6.340817,0.0316,0.200369817,0.26594827,99.9967,
2024-08-06,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",Water supply,6.383333333,0.0072,0.04596,0.26594827,99.9967,
2024-08-06,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",Sewage collection,0.931111111,0.002,0.001862222,0.26594827,99.9967,
2024-08-07,RECREATION AND CULTURE,Accessories for information processing equipment,16.8,0.0003,0.00504,1.601845371,97.9842,
2024-08-07,MISCELLANEOUS GOODS AND SERVICES,"Articles for personal hygiene and wellness, esoteric products and beauty products",4.473157895,0.0244,0.109145053,0.630359886,102.4818,
2024-08-07,FOOD AND NON-ALCOHOLIC BEVERAGES,Artificial sugar substitutes,5.183333333,0.0,0.0,0.829433548,100.9001,
2024-08-07,FOOD AND NON-ALCOHOLIC BEVERAGES,Baby food,7.452727273,0.0026,0.019377091,0.829433548,100.9001,
2024-08-07,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES ",Bed linen,82.5,0.0008,0.066,4.639307591,99.8949,
2024-08-07,FOOD AND NON-ALCOHOLIC BEVERAGES,Beef and veal,5.33,0.0013,0.006929,0.829433548,100.9001,
2024-08-07,TRANSPORT,Bicycles,545.0,0.0003,0.1635,701.1793341,97.691,
2024-08-07,FOOD AND NON-ALCOHOLIC BEVERAGES,Bread,1.881666667,0.0098,0.018440333,0.829433548,100.9001,
2024-08-07,FOOD AND NON-ALCOHOLIC BEVERAGES,Breakfast cereals,4.035714286,0.0031,0.012510714,0.829433548,100.9001,
2024-08-07,COMMUNICATION,Bundled telecommunication services,19.074,0.0065,0.123981,0.318865433,100.0,
2024-08-07,FOOD AND NON-ALCOHOLIC BEVERAGES,Butter,4.47,0.001,0.00447,0.829433548,100.9001,
2024-08-07,RECREATION AND CULTURE,Cameras,79.66666667,0.0002,0.015933333,1.601845371,97.9842,
2024-08-07,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES ",Carpets and rugs,6.24,0.0004,0.002496,4.639307591,99.8949,
2024-08-07,FOOD AND NON-ALCOHOLIC BEVERAGES,Cheese and curd,4.974285714,0.0123,0.061183714,0.829433548,100.9001,
2024-08-07,FOOD AND NON-ALCOHOLIC BEVERAGES,Chocolate,1.74,0.0036,0.006264,0.829433548,100.9001,
2024-08-07,ALCOHOLIC BEVERAGES AND TOBACCO,Cigarettes,5.06,0.0171,0.086526,0.475541143,100.3971,
2024-08-07,ALCOHOLIC BEVERAGES AND TOBACCO,Cigars,28.74,0.0033,0.094842,0.475541143,100.3971,
2024-08-07,RECREATION AND CULTURE,"Cinemas, theatres, concerts",8.0,0.0029,0.0232,1.601845371,97.9842,
2024-08-07,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES ",Cleaning and maintenance products,5.526818182,0.0127,0.070190591,4.639307591,99.8949,
2024-08-07,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES ",Cleaning equipment,59.98333333,0.0002,0.011996667,4.639307591,99.8949,
2024-08-07,CLOTHING AND FOOTWEAR,Cleaning of clothing,17.33333333,0.0008,0.013866667,2.379993333,95.4177,
2024-08-07,MISCELLANEOUS GOODS AND SERVICES,Clocks and watches,92.31666667,0.0005,0.046158333,0.630359886,102.4818,
2024-08-07,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES ","Clothes washing machines, clothes drying machines and dish washing machines",450.0,0.002,0.9,4.639307591,99.8949,
2024-08-07,CLOTHING AND FOOTWEAR,Clothing accessories,42.6,0.0004,0.01704,2.379993333,95.4177,
2024-08-07,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",Coal,6.47,0.0015,0.009705,0.26594558,99.9957,
2024-08-07,FOOD AND NON-ALCOHOLIC BEVERAGES,Cocoa and powdered chocolate,2.5,0.0003,0.00075,0.829433548,100.9001,
2024-08-07,FOOD AND NON-ALCOHOLIC BEVERAGES,Coffee,5.317692308,0.0044,0.023397846,0.829433548,100.9001,
2024-08-07,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES ","Coffee machines, tea makers and similar appliances",22.4625,0.0002,0.0044925,4.639307591,99.8949,
2024-08-07,FOOD AND NON-ALCOHOLIC BEVERAGES,Confectionery products,2.007,0.0025,0.0050175,0.829433548,100.9001,
2024-08-07,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES ",Cookers,94.475,0.0012,0.11337,4.639307591,99.8949,
2024-08-07,HEALTH,Corrective eye-glasses and contact lenses,89.24,0.001,0.08924,0.348797222,100.2887,
